id,title,abstract,current_theme,current_domain,confidence,source_model,sonnet_theme,sonnet_domain,agree_theme,agree_domain,human_theme,human_domain,human_notes
69deca424e2d2a5b77ed9263,Hybrid Stars in the Light of GW170817,"We have studied the effect of the tidal deformability constraint given by the binary neutron star merger event GW170817 on the equations of state (EOS) of hybrid stars. The EOS are constructed by matching the hadronic EOS described by the relativistic mean-field model and parameter sets NL3, TM1, and NL3ωρ with the quark matter EOS described by the modified MIT bag model, via a Gibbs construction. It is found that the tidal deformability constraints along with the lower bound on the maximum mass","AI/ML, Supercomputing & Quantum Computing",Computational Fluid Dynamics & Flow Analysis,0.35,sonnet,"AI/ML, Supercomputing & Quantum Computing",Computational Fluid Dynamics & Flow Analysis,Y,Y,,,
69deca664e2d2a5b77ede5dd,The Inner Coronagraph on Board ADITYA-L1 and Automatic Detection of CMEs,Visible Emission Line Coronagraph (VELC) on board ADITYA-L1 is an internally occulted coronagraph with mirror as its primary objective element. It has a field of view (FOV) starting from 1.05 RŠ-3 RŠ. It will observe the corona in continuum centered at 5000 Å and will perform spectroscopic observations of inner corona in two visible (5303 Å and 7892 Å) and one infrared (10747 Å) wavelengths. VELC will be capable of observing the corona with high spatial and temporal resolutions. We present an ov,Quantum Technologies & Semiconductor Technology,Semiconductor Photovoltaic & Photodetection Devices,0.35,sonnet,Quantum Technologies & Semiconductor Technology,Semiconductor Photovoltaic & Photodetection Devices,Y,Y,,,
69deca5b4e2d2a5b77edcb22,Synthesis of hollow shell TiO2 nanostructures enclosing Au nanoparticles and evaluation of their photoelectrocatalytic activity,Titania hollow shell structures enclosing Au nanoparticles (NPs) Void@Au@TiO<inf>2</inf> were synthesized and applied for photoelectrochemical and chemical catalysis. SiO<inf>2</inf> nanospheres were first synthesized to be used as templates for the nanostructures. These SiO<inf>2</inf> nanospheres were then functionalized with gold nanoparticles (Au NP) using a bifunctional linker APTES [(3-Aminopropyl)triethoxysilane]. A titania coating was carried out on these Au-decorated SiO<inf>2</inf> sph,Advanced Materials & Devices,Rare-Earth Doped Luminescent Materials,0.35,sonnet,Advanced Materials & Devices,Rare-Earth Doped Luminescent Materials,Y,Y,,,
69deca3f4e2d2a5b77ed8cc5,Size effects in plasmonic gold nanorod based Pd-rGO hybrid catalyst for promoting visible-light-driven Suzuki-Miyaura coupling reaction,"The studies on the phenomenon of surface plasmon resonance effect by noble metal-based nanoparticles (NPs) have largely been focused on the quantitative enhancement of reaction rates and investigating the mechanistic pathway of the reaction. However, the detailed analysis of the structure-property relation of plasmonic NPs and catalytic performance along with the contribution of absorption vs scattering remains limited. This report focuses on the comparison of the catalytic performance of differ",Advanced Materials & Devices,Rare-Earth Doped Luminescent Materials,0.35,sonnet,Advanced Materials & Devices,Rare-Earth Doped Luminescent Materials,Y,Y,,,
69dec9fc4e2d2a5b77ecf25a,Structure of the vacuum in nuclear matter: A nonperturbative approach,We compute the vacuum polarization correction to the binding energy of nuclear matter in the Walecka model using a nonperturbative approach. We first study such a contribution as arising from a ground-state structure with baryon-antibaryon condensates. This yields the same results as obtained through the relativistic Hartree approximation of summing tadpole diagrams for the baryon propagator. Such a vacuum is then generalized to include quantum effects from meson fields through scalar-meson cond,"AI/ML, Supercomputing & Quantum Computing",Computational Fluid Dynamics & Flow Analysis,0.35,sonnet,"AI/ML, Supercomputing & Quantum Computing",Computational Fluid Dynamics & Flow Analysis,Y,Y,,,
69deca594e2d2a5b77edc870,Three-level AHP-based heuristic approach for a multi-objective facility layout problem,"In real decision making problems, many conflicting objectives have to be taken into account. With increasing awareness of this, multi-objective problems have become more and more popular. Similarly, the design of the multi-objective facility layout problem (MOFLP) has generally been recognised as an important issue in the modern manufacturing system. The MOFLP is formulated as a quadratic assignment problem (QAP) which is NP-hard and solving MOFLP is a tough problem. A new three-level AHP-based ","Social Sciences, Humanities & Management",Supply Chain & Operations Management,0.35,sonnet,"Social Sciences, Humanities & Management",Supply Chain & Operations Management,Y,Y,,,
69deca004e2d2a5b77ecfc6f,Chromatographic and electrophoretic migration parameters in capillary electrochromatography,"Chromatographic retention factor, k′, as defined in high-performance liquid chromatography (HPLC) in terms of the migration times of the separand and the inert tracer, has limited applicability to capillary electrochromatography (CEC) when both chromatographic and electrophoretic processes determine the magnitude of the overall migration rates of the separands. This situation is unlike that in HPLC, where k′ serves as a useful peak locator for the various sample components, as well as, provides ","AI/ML, Supercomputing & Quantum Computing",Algorithms & Computational Complexity,0.35,sonnet,"AI/ML, Supercomputing & Quantum Computing",Algorithms & Computational Complexity,Y,Y,,,
69deca374e2d2a5b77ed7b9b,Control Charts for the Percentiles of an Inverse Pareto Distribution Under Complete and Middle-Censored Data,"In this paper, we aim to develop the Shewhart-type control charts for monitoring the percentiles of an inverse Pareto distribution (IPD) using the complete and middle-censored data sets. We obtain the maximum likelihood (ML) estimators of the percentile function under both cases. Furthermore, we discuss the asymptotic properties of the ML estimators and use them to develop the Shewhart-type control charts. A large-scale simulation analysis is performed to investigate the in-control (IC) performa",Manufacturing & Industry 4.0,Rotor Dynamics & Vibration Analysis,0.35,sonnet,Manufacturing & Industry 4.0,Rotor Dynamics & Vibration Analysis,Y,Y,,,
69deca534e2d2a5b77edbd5b,Quality control analysis of high-value agarwood oil by thermogravimetric analysis (TGA),"Adulteration is a crucial issue being faced by essential oil and allied industries, especially for high-value essential oil such as agarwood oil. The recommended analysis in trading essential oils involves visual inspection, olfactory analysis, physico-chemical characterization and gas chromatography coupled with mass spectroscopy (GC–MS). However, some subtle high-boiler adulterants like vegetable oils and synthetic polymers go unnoticed via these analyses leading to the penetration of adultera",Manufacturing & Industry 4.0,Biomanufacturing & Fermentation Processes,0.35,sonnet,Manufacturing & Industry 4.0,Biomanufacturing & Fermentation Processes,Y,Y,,,
69deca194e2d2a5b77ed39ce,Traffic engineering in software defined networks: A survey,"An important technique to optimize a network and improve network robustness is traffic engineering. As traf- fic demand increases, traffic engineering can reduce service degradation and failure in the network. To allow a network to adapt to changes in the traffic pattern, the research com- munity proposed several traffic engineering techniques for the traditional networking architecture. However, the traditional network architecture is difficult to manage. Software Defined Networking (SDN) is a ",Smart & Sustainable Infrastructure,Transportation Systems & Traffic Management,0.32,sonnet,Smart & Sustainable Infrastructure,Transportation Systems & Traffic Management,Y,Y,,,
6a26be772b6042b76389b6a6,Experimental Investigation of Propeller Aerodynamics and Aeroacoustics in Ground Effect Over Solid and Perforated Surfaces,"This experimental study examines the aerodynamic and aeroacoustic behavior of a two-bladed propeller operating in ground effect over solid and perforated ground surfaces. Measurements are conducted at 5000 and 7000 RPM across a range of height ratios spanning in-ground-effect (IGE) and out-of-ground-effect (OGE) conditions. Three configurations are considered: a solid baseline, an impermeable cavity-backed perforated surface, and a fully permeable perforated surface. From an aerodynamic perspect",Next-Gen Communication,Antenna Design & RF Systems,0.25,sonnet,Next-Gen Communication,Antenna Design & RF Systems,Y,Y,,,
69deca024e2d2a5b77ed00fa,Shape coexistence and high spin states in Cr52,"High spin states in Cr52 have been populated by means of the reaction Al27(Si28,3p)Cr52 at a beam energy of 70 MeV and studied with an array, consisting of eight Compton-suppressed clover germanium detectors. Eleven new γ rays have been assigned to Cr52 and placed in the level scheme. The level structure of Cr52 has been extended up to Ex 10 MeV. Spins and parities have been assigned to many of the levels on the basis of directional correlations and linear polarization measurements. The band str",Advanced Materials & Devices,Ferroelectric & Magnetic Ceramics,0.25,sonnet,Advanced Materials & Devices,Ferroelectric & Magnetic Ceramics,Y,Y,,,
